"05-12-2025","Physical Inventory Report by Department","","Raleigh","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"Department","Class","Product Number","Product Description","Product Division","QOH Before","QOH After","Cost Before","Cost After","Count Variance","Cost Variance","QA","QOO","Zone","Shelf","Bin","Aisle","Reorder"
"Fypon","Dentil Blocks","DTLB5X6X11","FYPON DENTIL BLOCK 5-1/4HX6WX10-3/4 PROJECTION
","","3","3","0.00","0.00","0","0","3","0","","","","","Yes"
"Fypon","Vents","EBLV18X30","FYPON EYBROW LOUVER DECO 18X30X2 SMOOTH","","1","1","0.00","0.00","0","0","0","0","","","","","Yes"
"Fypon","Vents","FLV12X24","FUNCTIONAL VERTICAL LOUVER 12X24
","","4","4","0.00","0.00","0","0","9","4","","","","","Yes"
"Fypon","Vents","FRLV28","FUNCTIONAL ROUND LOUVER 28IN DIAMETER
","","6","6","0.00","0.00","0","0","0","0","","","","","Yes"
"Fypon","Vents","FTRLV60X18","FUNCTIONAL TRIANGLE LOUVER 60X17-1/2X2 SMOOTH
","","4","4","0.00","0.00","0","0","0","0","","","","","Yes"
"Fypon","Vents","LV8X30","RECTANGLE VERTICAL LOUVER DECO 8X30X2 SMOOTH","","5","5","0.00","0.00","0","0","4","0","","","","","Yes"
"Fypon","Vents","LV12X18","FYPON VERTICAL LOUVER DECORATIVE 12X18
","","7","7","0.00","0.00","0","0","21","22","","","","","Yes"
"Fypon","Vents","LV12X24","STOCK ONLY FYPON VERTICAL LOUVER DECORATIVE 12X24","","72","72","2786.40","2786.40","0","0","54","64","","","","","Yes"
"Fypon","Vents","LV12X30","FYPON VERTICAL LOUVER DECORATIVE 12X30
","","4","4","0.00","0.00","0","0","4","3","","","","","Yes"
"Fypon","Vents","LV12X40","FYPON RECTANGLE VERTICAL LOUVER DECO 12X40X2 SMOOTH","","4","4","0.00","0.00","0","0","2","0","","","","","Yes"
"Fypon","Vents","LV14X32","FYPON RECTANGLE VERTICAL LOUVER DECO 14X32X2 SMOOTH","","1","1","0.00","0.00","0","0","0","0","","","","","Yes"
"Fypon","Vents","LV16X24","FYPON VERTICAL LOUVER DECORATIVE 16X24
","","1","1","0.00","0.00","0","0","1","0","","","","","Yes"
"Fypon","Vents","LV18X24","STOCK ONLY FYPON RECTANGLE VERTICAL LOUVER DECO 18X24X2 SMOOTH","","22","22","1134.54","1134.54","0","0","30","0","","","","","Yes"
"Fypon","Vents","LV24X24","VERTICAL LOUVER DECORATIVE 24X24
","","1","1","0.00","0.00","0","0","0","1","","","","","Yes"
"Fypon","Vents","LV27X17","RECTANGLE VERTICAL LOUVER DECO 27X17X2 SMOOTH","","2","2","0.00","0.00","0","0","2","2","","","","","Yes"
"Fypon","","LV12X24NS","FYPON VERTICAL LOUVER DECORATIVE 12X24
","","2","2","0.00","0.00","0","0","3","0","","","","","Yes"
"Fypon","Vents","LV12X36NS","FYPON VERTICAL LOUVER DECORATIVE 12X36","","1","1","0.00","0.00","0","0","3","2","","","","","Yes"
"Fypon","Vents","TRLVLR60X25","FYPON 2PC TRIANGLE LOUVER DECO 60X25X2 SMOOTH","","1","1","0.00","0.00","0","0","0","1","","","","","Yes"
"Fypon","Vents","TRLV64X27","FYPON TRIANGLE LOUVER DECORATIVE 64 W/10/12 PITCH
","","11","11","0.00","0.00","0","0","5","4","","","","","Yes"
"Fypon","Vents","TRLV72X36","FYPON TRIANGLE LOUVER DECO 72X36X2 SMOOTH","","1","1","0.00","0.00","0","0","0","0","","","","","Yes"
"James Hardie","Lap Siding","JHARTASPVGP","James Hardie Artisan/Aspyre V-Groove 8.25inx12ftx5/8in Primed","","113","113","0.00","0.00","0","0","0","0","","","","","Yes"
"James Hardie","Lap Siding","JHLSPARTVG814P","James Hardie Artisan Lap Siding V-Groove 8-1/4x12 Primed","","28","28","0.00","0.00","0","0","60","32","","","","","Yes"
"James Hardie","Lap Siding","JHLSP814CD","James Hardie Lap Siding Plank 8-1/4x12 Select Cedarmill Colorplus Dream Collection
","Textured","1018","1018","0.00","0.00","0","0","1528","510","","","","","Yes"
"James Hardie","Lap Siding","JHLSP714CP","James Hardie Lap Siding Plank 7-1/4x12 Cedarmill Primed
","Textured","915","915","0.00","0.00","0","0","421","50","","","","","Yes"
"James Hardie","Lap Siding","JHLSP814CP","James Hardie Lap Siding Plank 8-1/4x12 Cedarmill Primed
","Textured","1322","1322","0.00","0.00","0","0","21502","20901","","","","","No"
"James Hardie","Lap Siding","JHLSP814SD","James Hardie Lap Siding Plank 8-1/4x12 Smooth Dream Collection
","Smooth","197","197","0.00","0.00","0","0","522","325","","","","","Yes"
"James Hardie","Lap Siding","JHLSP12SP","James Hardie Lap Siding Plank 12x12 Smooth Primed
","Smooth","40","40","0.00","0.00","0","0","40","0","","","","","Yes"
"James Hardie","Lap Siding","JHLSP514SP","James Hardie Lap Siding Plank 5-1/4x12 Smooth Primed
","Smooth","4143","4143","0.00","0.00","0","0","127","0","","","","","Yes"
"James Hardie","Lap Siding","JHLSP614SP","James Hardie Lap Siding Plank 6-1/4x12 Smooth Primed
","Smooth","151","151","0.00","0.00","0","0","800","833","","","","","Yes"
"James Hardie","Lap Siding","JHLSP714SP","James Hardie Lap Siding Plank 7-1/4x12 Smooth Primed
","Smooth","21977","21977","152300.61","152300.61","0","0","5040","2520","","","","","Yes"
"James Hardie","Lap Siding","JHLSP814SP","James Hardie Lap Siding Plank 8-1/4x12 Smooth Primed
","Smooth","1547","1547","0.00","0.00","0","0","3938","4432","","","","","Yes"
"James Hardie","Lap Siding","JHLSP614SS","James Hardie Lap Siding Plank 6-1/4x12 Smooth Statement Collection
","Smooth","112","112","728.00","728.00","0","0","0","0","","","","","Yes"
"James Hardie","Lap Siding","JHLSP714SS","James Hardie Lap Siding Plank 7-1/4x12 Smooth Statement Collection","Smooth","472","472","0.00","0.00","0","0","0","0","","","","","Yes"
"James Hardie","Panels","JHP410SD","James Hardie Panel Siding 4x10 Smooth Colorplus Dream Collection
","Smooth","10","10","0.00","0.00","0","0","129","58","","","","","Yes"
"James Hardie","Panels","JHP410SP","James Hardie Panel Siding 4x10 Smooth Primed
","Smooth","1468","1468","0.00","0.00","0","0","2169","1878","","","","","Yes"
"James Hardie","Panels","JHP48SS","James Hardie Panel Siding 4x8 Smooth Statement Collection
","Smooth","329","329","0.00","0.00","0","0","0","0","","","","","Yes"
"James Hardie","Shakes","JHSHSTRTP","James Hardie Shake Straight Edge Notched 48x15.25 Primed
","Straight","119","119","0.00","0.00","0","0","121","193","","","","","Yes"
"James Hardie","Soffit","JHSSOF248SP","James Hardie Solid Soffit 24x8 Smooth Primed
","Solid","215","215","0.00","0.00","0","0","382","167","","","","","Yes"
"James Hardie","Soffit","JHSSOF1612SP","James Hardie Solid Soffit 16x12 Smooth Primed
","Solid","69","69","0.00","0.00","0","0","114","17","","","","","Yes"
"James Hardie","Trim","JHTBS1212SP","James Hardie Trim Batten Strip 1x2-1/2x12 Smooth Primed
","4/4"","2179","2179","0.00","0.00","0","0","3011","592","","","","","Yes"
"James Hardie","Trim","JHT1412SD","James Hardie Trim Board 1x4x12 Smooth Colorplus Dream Collection
","4/4"","50","50","0.00","0.00","0","0","119","52","","","","","Yes"
"James Hardie","Trim","JHT1612SD","James Hardie Trim Board 1x6x12 Smooth Colorplus Dream Collection
","4/4"","50","50","0.00","0.00","0","0","93","36","","","","","Yes"
"James Hardie","Trim","JHT1812SD","James Hardie Trim Board 1x8x12 Smooth Colorplus Dream Collection
","4/4"","2","2","0.00","0.00","0","0","27","12","","","","","Yes"
"James Hardie","Trim","JHT11012SD","James Hardie Trim Board 1x10x12 Smooth Colorplus Dream Collection
","4/4"","1","1","0.00","0.00","0","0","1","1","","","","","Yes"
"James Hardie","Trim","JHT11212SD","James Hardie Trim Board 1x12x12 Smooth Colorplus Dream Collection
","4/4"","10","10","0.00","0.00","0","0","36","17","","","","","Yes"
"James Hardie","Trim","JHT54412SD","James Hardie Trim Board 5/4x4x12 Smooth Colorplus Dream Collection
","5/4"","142","142","0.00","0.00","0","0","481","223","","","","","Yes"
"James Hardie","Trim","JHT54612SD","James Hardie Trim Board 5/4x6x12 Smooth Colorplus Dream Collection
","5/4"","131","131","0.00","0.00","0","0","110","54","","","","","Yes"
"James Hardie","Trim","JHT54812SD","James Hardie Trim Board 5/4x8x12 Smooth Colorplus Dream Collection
","5/4"","43","43","0.00","0.00","0","0","91","36","","","","","Yes"
"James Hardie","Trim","JHT541212SD","James Hardie Trim Board 5/4x12x12 Smooth Colorplus Dream Collection
","5/4"","17","17","0.00","0.00","0","0","31","14","","","","","Yes"
"James Hardie","Trim","JHT1412SP","James Hardie Trim Board 1x4x12 Smooth Primed
","4/4"","1205","1205","0.00","0.00","0","0","2915","2685","","","","","Yes"
"James Hardie","Trim","JHT1612SP","James Hardie Trim Board 1x6x12 Smooth Primed
","4/4"","204","204","0.00","0.00","0","0","987","1124","","","","","Yes"
"James Hardie","Trim","JHT11012SP","James Hardie Trim Board 1x10x12 Smooth Primed
","4/4"","64","64","0.00","0.00","0","0","187","163","","","","","Yes"
"James Hardie","Trim","JHT11212SP","James Hardie Trim Board 1x12x12 Smooth Primed
","4/4"","41","41","0.00","0.00","0","0","227","243","","","","","Yes"
"James Hardie","Trim","JHT54412SP","James Hardie Trim Board 5/4x4x12 Smooth Primed
","5/4"","390","390","0.00","0.00","0","0","4289","3542","","","","","Yes"
"James Hardie","Trim","JHT54512SP","James Hardie Trim Board 5/4x5x12 Smooth Primed
","5/4"","10","10","0.00","0.00","0","0","423","400","","","","","Yes"
"James Hardie","Trim","JHT54612SP","James Hardie Trim Board 5/4x6x12 Smooth Primed
","5/4"","245","245","0.00","0.00","0","0","1243","754","","","","","Yes"
"James Hardie","Trim","JHT541212SP","James Hardie Trim Board 5/4x12x12 Smooth Primed
","5/4"","156","156","0.00","0.00","0","0","266","161","","","","","Yes"
"James Hardie","Trim","JHT1412SS","James Hardie Trim Board 1x4x12 Smooth Colorplus Statement Collection
","4/4"","978","978","0.00","0.00","0","0","3032","3511","","","","","Yes"
"James Hardie","Soffit","JHVSOF1612SD","James Hardie Vented Soffit 16x12 Smooth Colorplus Dream Collection
","Vented","2","2","0.00","0.00","0","0","0","0","","","","","Yes"
"James Hardie","Soffit","JHVSOF248SP","James Hardie Vented Soffit 24x8 Smooth Primed
","Vented","3","3","0.00","0.00","0","0","25","10","","","","","Yes"
"James Hardie","Soffit","JHVSOF1612SP","James Hardie Vented Soffit 16x12 Smooth Primed
","Vented","88","88","0.00","0.00","0","0","208","82","","","","","Yes"
"James Hardie","Accessories","STKJH5CT","STOCK ONLY -James Hardie 5in Corner Tabs 50ct/box","","4","4","0.00","0.00","0","0","7","0","","","","","Yes"
"James Hardie","Accessories","STKJHFT","STOCK ONLY - James Hardie Flat Tabs 100ct/box","","3","3","0.00","0.00","0","0","7","0","","","","","Yes"
"LP","Trim","LPEF54616S","LP Expert Finish 5/4x6x16 Smooth
","","4","4","0.00","0.00","0","0","4","0","","","","","Yes"
"LP","Soffit","LPEFSSOF1216T","LP Expert Finish 38 Series Solid Soffit 12x16 Textured
","","58","58","0.00","0.00","0","0","0","15","","","","","Yes"
"LP","Soffit","LPEFVSOF1216T","LP Expert Finish 38 Series Vented Soffit 12x16 Textured
","","7","7","0.00","0.00","0","0","0","17","","","","","Yes"
"LP","Lap Siding","LP814LSCS","LP 8-1/4x16x3/8 Cedar Lap Strand (25797)
","Textured","6","6","0.00","0.00","0","0","0","0","","","","","Yes"
"LP","Shakes","LPSHAKECS","LP 12x48x3/8 Shake Strand (42092)

","Textured","236","236","0.00","0.00","0","0","0","0","","","","","Yes"
"LP","Soffit","LP12SSCS","LP 12 Non Vented Soffit 3/8 Cedar (25805)
","Solid","14","14","0.00","0.00","0","0","0","0","","","","","Yes"
"LP","Soffit","LP16SSCS","LP 16 Non Vented Soffit 3/8 Cedar (25806)
","Solid","4","4","0.00","0.00","0","0","4","0","","","","","Yes"
"LP","Trim","LP1416TWGS","LP 4/4x4x16 Woodgrain Strand (25880)
","4/4"","4","4","0.00","0.00","0","0","0","0","","","","","Yes"
"LP","Trim","LP1616TWGS","LP 4/4x6x16 Woodgrain Strand (25882)
","4/4"","6","6","0.00","0.00","0","0","0","0","","","","","Yes"
"LP","Trim","LP1816TWGS","LP 4/4x8x16 Woodgrain Strand (25883)
","4/4"","12","12","0.00","0.00","0","0","0","0","","","","","Yes"
"LP","Trim","LP11216TWGS","LP 4/4x12x16 Woodgrain Strand (25885)
","4/4"","4","4","0.00","0.00","0","0","0","18","","","","","Yes"
"LP","Trim","LP54416TWGS","LP 5/4x4x16 Woodgrain Strand (25888)
","5/4"","6","6","0.00","0.00","0","0","0","0","","","","","Yes"
"LP","Trim","LP54616TWGS","LP 5/4x6x16 Woodgrain Strand (25890)
","5/4"","6","6","0.00","0.00","0","0","0","0","","","","","Yes"
"LP","Soffit","LP16VSCS","LP 16 Vented Soffit 3/8 Cedar (25823)
","Vented","4","4","0.00","0.00","0","0","0","0","","","","","Yes"
"Lumber","Brackets","BKTBROWNSUGAR","STOCK ONLY BR2 Brown Sugar Bracket","","60","60","5230.80","5230.80","0","0","0","0","","","","","Yes"
"Lumber","Columns","889BROWNSUGAR","STOCK ONLY 8x8x9 Brown Sugar Column","","81","81","11431.53","11431.53","0","0","0","0","","","","","Yes"
"Lumber","","LATTICECL","STOCK ONLY - 266 Lattice 1/4 x1-1/2 x 12","","48","48","0.00","0.00","0","0","46","68","","","","","Yes"
"Lumber","Trim","2416P","2x4x16 Pine","","19","19","608.00","608.00","0","0","0","0","","","","","Yes"
"Lumber","Columns","PTLAM6610","PT Laminate Column 6x6x10
","","4","4","0.00","0.00","0","0","9","5","","","","","Yes"
"Lumber","Columns","PTLAM8810","PT Laminate Column 8x8x10
","","1","1","0.00","0.00","0","0","4","3","","","","","Yes"
"Lumber","Posts","STKBOX12X12X3T","STOCK ONLY 12X12X3 Treated Wood Box","","21","21","0.00","0.00","0","0","4","0","","","","","Yes"
"Lumber","Posts","STK8810TSQ","STOCK ONLY 8X8X10 Treated Square Column","","22","22","0.00","0.00","0","0","0","0","","","","","Yes"
"Lumber","","448T","Treated 4x4x8","","4","4","0.00","0.00","0","0","4","2","","","","","Yes"
"Lumber","","2416T","Treated 2x4X16","","1186","1186","0.00","0.00","0","0","0","0","","","","","Yes"
"Lumber","","2816T","Treated 2X8X16","","27","27","0.00","0.00","0","0","0","0","","","","","Yes"
"Lumber","","4412T","Treated 4x4x12","","2","2","0.00","0.00","0","0","2","0","","","","","Yes"
"Lumber","Trim","1612TG","1x6x12 Beaded T and G #2 Yellow Pine
","4/4"","516","516","0.00","0.00","0","0","482","99","","","","","Yes"
"Lumber","Trim","1616TG","1x6x16 Beaded T and G #2 Yellow Pine
","4/4"","3","3","0.00","0.00","0","0","0","0","","","","","Yes"
"Lumber","","1416TNS","Treated 1x4x16","","754","754","0.00","0.00","0","0","0","0","","","","","Yes"
"Mastic","Shutters","MAST14714BBNB","Mastic Vinyl Shutters 14x71 4 Board Joined 14
","4-Board Joined","1","1","0.00","0.00","0","0","0","0","","","","","Yes"
"Mastic","Shutters","MAST15354BD","Mastic Vinyl Shutters 15X35 4 Board Closed","","1","1","0.00","0.00","0","0","0","1","","","","","Yes"
"Mastic","Shutters","MAST15634BD","Mastic Vinyl Shutters 15X63 4 Board Closed","","1","1","0.00","0.00","0","0","0","1","","","","","Yes"
"Mastic","Board & Batten","MASTBNBCL","Mastic 7in BNB Classic Colors
","","21","21","0.00","0.00","0","0","620","620","","","","","Yes"
"Mastic","Trim","MASTISCPCL","Mastic Inside Corner Piece Classic Colors","ISCP","4","4","0.00","0.00","0","0","14","10","","","","","Yes"
"Mastic","Trim","MAST58JDEEP","Mastic 5/8 J-Channel Deep Colors
","J-channel","2","2","0.00","0.00","0","0","0","111","","","","","Yes"
"Mastic","Trim","MAST78JDEEP","Mastic 7/8 J-Channel Deep Colors
","J-channel","4","4","0.00","0.00","0","0","0","0","","","","","Yes"
"Mastic","Trim","MAST78JLT","Mastic 7/8 J-Channel Light Colors
","J-channel","35","35","0.00","0.00","0","0","0","5","","","","","Yes"
"Mastic","Shutters","MAST1548LV","Mastic Vinyl Shutters 15x48 Louvered
","Louvered","1","1","0.00","0.00","0","0","2","1","","","","","Yes"
"Mastic","Lap Siding","MASTMCD5DLCL","Mastic Mill Creek D5 DL Classic Colors","0.040"","50","50","0.00","0.00","0","0","50","0","","","","","Yes"
"Mastic","Lap Siding","MASTMCD45DLCL","Mastic Mill Creek D4.5 DL Classic Colors","0.040"","492","492","0.00","0.00","0","0","1262","770","","","","","Yes"
"Mastic","Trim","MAST3OSCPCL","Mastic 3in Outside Corner Piece Classic Colors
","OSCP","10","10","0.00","0.00","0","0","21","11","","","","","Yes"
"Mastic","Shutters","MAST1563RP","Mastic Vinyl Shutters 15x63 Raised Panel","Raised Panel","7","7","0.00","0.00","0","0","3","1","","","","","Yes"
"Mastic","Shutters","MAST1571RP","Mastic Vinyl Shutters 15x71 Raised Panel","Raised Panel","1","1","0.00","0.00","0","0","0","0","","","","","Yes"
"Metal","Coil","ALSCOASCOIL","ALSCO T24 SM COIL ALL COLORS","Smooth","8","8","0.00","0.00","0","0","12","3","","","","","Yes"
"Metal","Coil","ALSCOSMWHT","ALSCO T24 SM COIL WHT #280","Smooth","31","31","0.00","0.00","0","0","62","19","","","","","Yes"
"Metal","Accessories","SSALUM","Starter Strip Aluminum 2-1/2x10
","Starter Strip","59","59","0.00","0.00","0","0","228","171","","","","","Yes"
"Metal","Accessories","STEELSTARTERSTRIP","Steel Starter Strip 2.5
","Starter Strip","53","53","0.00","0.00","0","0","7264","7384","","","","","Yes"
"Metal","Coil","TBPVCCOIL","Tri-Built PVC Textured Aluminum Coil","","3","3","0.00","0.00","0","0","0","0","","","","","Yes"
"Mid-America","Mount Blocks","JUMBOB","MAB Jumbo Block All Colors","","92","92","1380.00","1380.00","0","0","1079","984","","","","","Yes"
"Mid-America","Trim","MASTERMB","MAB Master Mount Block All Colors","Mount Block","96","96","0.00","0.00","0","0","1802","1735","","","","","Yes"
"Mid-America","Shutters","MAVS14604BBNB","Mid America Vinyl Shutters 14x60 4 Board Joined 14
","","1","1","0.00","0.00","0","0","1","0","","","","","Yes"
"Mid-America","Shutters","MAVS14754BBNB","Mid America Vinyl Shutters 14x75 4 Board Joined 14
","4-Board Joined","1","1","0.00","0.00","0","0","5","5","","","","","Yes"
"Mid-America","Shutters","MAVS14614BBNBARCH","Mid America Vinyl Shutters 14x61 4 Board Joined 14 Arch Top
","4-Board Joined","2","2","0.00","0.00","0","0","0","0","","","","","Yes"
"Mid-America","Shutters","MAVS14654BBNBARCH","Mid America Vinyl Shutters 14x65 4 Board Joined 14 Arch Top
","4-Board Joined","1","1","0.00","0.00","0","0","0","2","","","","","Yes"
"Mid-America","Shutters","MAVS12353BD","Mid America Vinyl Shutters 12x35 3 Board Spaced 12
","3-Board Spaced","1","1","0.00","0.00","0","0","3","1","","","","","Yes"
"Mid-America","Shutters","MAVS1535RP","Mid America Vinyl Shutters 15x35 Raised Panel
","Raised Panel","3","3","0.00","0.00","0","0","3","3","","","","","Yes"
"Mid-America","Shutters","MAVS1551RP","Mid America Vinyl Shutters 15x51 Raised Panel
","Raised Panel","1","1","0.00","0.00","0","0","3","0","","","","","Yes"
"Mid-America","Mount Blocks","RECESSEDMINIB","MAB Recessed Mini Block All Colors","","4","4","0.00","0.00","0","0","15","11","","","","","Yes"
"Mid-America","Vents","22RNDVENT","MAB Round Vent 22","","1","1","0.00","0.00","0","0","0","0","","","","","Yes"
"Mid-America","Mount Blocks","SPLITMINIB","MAB Split Mini Block All Colors","","41","41","0.00","0.00","0","0","1579","1514","","","","","Yes"
"Mid-America","Vents","12X18RECTVENT","MAB Rectangle Vent 12x18","","13","13","0.00","0.00","0","0","108","90","","","","","Yes"
"Mid-America","Vents","20X30RECTVENT","MAB Rectangle Vent 20x30","","1","1","0.00","0.00","0","0","3","2","","","","","Yes"
"Miratec","Trim","MT1416","Miratec Trim Board 1x4x16
","4/4"","11","11","0.00","0.00","0","0","9","53","","","","","Yes"
"Miratec","Trim","MT11016","Miratec Trim Board 1x10x16
","4/4"","1","1","0.00","0.00","0","0","2","44","","","","","Yes"
"Miratec","Trim","MT54216","Miratec Trim Board 5/4x2x16
","5/4"","1","1","0.00","0.00","0","0","64","0","","","","","Yes"
"Miscellaneous","","CapsandBases","Caps and Bases only for PVC columns","","495","495","0.00","0.00","0","0","0","0","","","","","Yes"
"Miscellaneous","Vents","CORS400W","Cora S-400 Strip Vent White","","13","13","0.00","0.00","0","0","37","12","","","","","Yes"
"Miscellaneous","Accessories","JOINTFLASH6X8","STOCK ONLY - JOINT FLASH 6IN X 8IN","","1195","1195","0.00","0.00","0","0","267","0","","","","","Yes"
"Miscellaneous","Columns","89PRTPCCNS","8X9 PLAIN ROUND TAPERED PERMACAST COLUMN HB&G","","3","3","0.00","0.00","0","0","8","4","","","","","Yes"
"Miscellaneous","Columns","RNDTFG10X9CBNS","10x9 Round Tapered Fiberglass Column (w/Cap and Base)
","","6","6","0.00","0.00","0","0","0","0","","","","","Yes"
"Miscellaneous","","8RTPTCBNS","8IN ROUND TAPERED PERMACAST TUSCAN CAP AND BASE SET HB&G","","2","2","0.00","0.00","0","0","6","4","","","","","Yes"
"Miscellaneous","","ScreenPorchInstallation","Screen Porch Installation For Builder Payment","","27","27","0.00","0.00","0","0","20","9","","","","","Yes"
"Miscellaneous","Paint Kits","SPRAYPRIMER","STOCK ONLY Bullseye Spray Primer","","1196","1196","5501.60","5501.60","0","0","443","0","","","","","Yes"
"Miscellaneous","Vents","STKLOMC816WH","STOCK ONLY Under Eave Vent 8x16","","54","54","0.00","0.00","0","0","0","0","","","","","Yes"
"Nichiha","Soffit","NIVSOF1612SP","Nichiha Vented Soffit 16x12 Smooth Primed
","Vented","14","14","0.00","0.00","0","0","0","0","","","","","Yes"
"PVC","Brackets","BKT6X17X17","STOCK ONLY Decorative PVC Brace 6x17x17","","129","129","4515.00","4515.00","0","0","87","0","","","","","Yes"
"PVC","Columns","102065CB","Cap and Base for Tapered column 10-20in","","100","100","1400.00","1400.00","0","0","0","0","","","","","Yes"
"PVC","Panels","KL38410PVC","Kleer 3/8x4x10 PVC
","","2","2","0.00","0.00","0","0","2","0","","","","","Yes"
"PVC","Columns","669PVC","STOCK ONLY 6x6x9 PVC SQ Column Wrap (w/Cap and Base)","","97","97","7954.00","7954.00","0","0","236","79","","","","","Yes"
"PVC","Columns","889PVC","STOCK ONLY 8x8x9 PVC SQ Column Wrap (w/Cap and Base)
","","548","548","46125.16","46125.16","0","0","957","329","","","","","Yes"
"PVC","Panels","3848PVC","PVC 3/8x4x8 Smooth
","","3","3","0.00","0.00","0","0","10","6","","","","","Yes"
"PVC","Columns","8810PVC","8x8x10 PVC SQ Column Wrap (w/Cap and Base)
","","7","7","0.00","0.00","0","0","26","6","","","","","Yes"
"PVC","Columns","10109PVC","STOCK ONLY 10x10x9 PVC SQ Column Wrap (w/Cap and Base)","","118","118","13334.00","13334.00","0","0","314","53","","","","","Yes"
"PVC","Columns","12126PVC","12x12x6 PVC SQ Column Wrap (w/Cap and Base)
","","2","2","0.00","0.00","0","0","0","0","","","","","Yes"
"PVC","Columns","51272PVC","STOCK ONLY 5-12x72 PVC Tapered Column Wrap (w/Rams Crown & Base)","","38","38","5776.00","5776.00","0","0","0","0","","","","","Yes"
"PVC","Trim","58418PVC","PVC 5/8x4x18
","5/8"","14","14","0.00","0.00","0","0","113","86","","","","","Yes"
"PVC","Trim","58618PVC","PVC 5/8x6x18
","5/8"","42","42","0.00","0.00","0","0","129","78","","","","","Yes"
"PVC","Columns","101465PVC","STOCK ONLY 10-14x65 PVC Tapered Column Wrap (w/Cap and Base)","","30","30","4860.00","4860.00","0","0","25","2","","","","","Yes"
"PVC","Columns","102065PVC","STOCK ONLY 10-20x65 PVC Tapered Column Wrap (w/Cap and Base)","","30","30","7950.00","7950.00","0","0","4","3","","","","","Yes"
"PVC","Columns","121210PVC","12x12x10 PVC SQ Column Wrap (w/Cap and Base)
","","31","31","0.00","0.00","0","0","36","21","","","","","Yes"
"PVC","Trim","541018PVC","PVC 5/4x10x18
","5/4"","3","3","0.00","0.00","0","0","0","0","","","","","Yes"
"PVC","Trim","581018PVC","PVC 5/8x10x18
","5/8"","3","3","0.00","0.00","0","0","39","45","","","","","Yes"
"PVC","Pediments","58PVCARCHGP6","5/8 PVC Flat Arched Gable Pediment 6ft Base (1 to 6 Spokes)
","","3","3","0.00","0.00","0","0","3","0","","","","","Yes"
"PVC","Pediments","58PVCARCHGP7","5/8 PVC Flat Arched Gable Pediment 7ft Base (1 to 6 Spokes)
","","3","3","0.00","0.00","0","0","5","2","","","","","Yes"
"PVC","Trim","180PVCBM","PVC Brickmould #180","","58","58","0.00","0.00","0","0","155","119","","","","","Yes"
"PVC","Pediments","58PVCGP6","5/8 PVC Flat Gable Pediment 6ft Base (1 to 6 Spokes)
","","4","4","0.00","0.00","0","0","10","8","","","","","Yes"
"PVC","Pediments","58PVCGP7","5/8 PVC Flat Gable Pediment 7ft Base (1 to 6 Spokes)
","","19","19","0.00","0.00","0","0","35","5","","","","","Yes"
"PVC","Pediments","58PVCGP8","5/8 PVC Flat Gable Pediment 8ft Base (1 to 6 Spokes)
","","3","3","0.00","0.00","0","0","8","4","","","","","Yes"
"PVC","Pediments","58PVCGP9","5/8 PVC Flat Gable Pediment 9ft Base (1 to 6 Spokes)
","","1","1","0.00","0.00","0","0","4","2","","","","","Yes"
"PVC","Columns","6610PVCNS","6x6x10 PVC SQ Column Wrap (w/Cap and Base)
","","2","2","0.00","0.00","0","0","6","4","","","","","Yes"
"PVC","Columns","10109PVCNS","10x10x9 PVC SQ Column Wrap (w/Cap and Base)","","43","43","0.00","0.00","0","0","4","2","","","","","Yes"
"PVC","Columns","101010PVCNS","10x10x10 PVC SQ Column Wrap (w/Cap and Base)","","2","2","0.00","0.00","0","0","2","2","","","","","Yes"
"PVC","Columns","101012PVCNS","10x10x12 PVC SQ Column Wrap (w/Cap and Base)
","","1","1","0.00","0.00","0","0","0","0","","","","","Yes"
"PVC","Columns","102065PVCNS","10-20x65 PVC Tapered Column Wrap (w/Cap and Base)","","6","6","0.00","0.00","0","0","0","0","","","","","Yes"
"PVC","Trim","PVCRC","STOCK ONLY PVC Rams Crown 2x16","","9","9","263.52","263.52","0","0","0","0","","","","","Yes"
"PVC","Columns","STK12129PVC","STOCK ONLY 12X12X9 PVC Column","","39","39","0.00","0.00","0","0","11","0","","","","","Yes"
"PVC","Trim","358VC","STOCK ONLY 3-5/8 PVC CROWN #49","","22","22","278.08","278.08","0","0","0","11","","","","","Yes"
"Royal","Trim","RO58JCHT","Royal 5/8 J-Channel Traditional Colors
","J-channel","582","582","0.00","0.00","0","0","2072","1649","","","","","Yes"
"Royal","Trim","ROMFTFTT","Royal MFT Finish Trim Traditional Colors","Finish Trim","22","22","0.00","0.00","0","0","43","81","","","","","Yes"
"Royal","Lap Siding","ROSCRESD4DLT","Royal Siding Crest .040 Double 4 Dutch Lap Traditional Colors","0.040"","220","220","0.00","0.00","0","0","0","0","","","","","Yes"
"Royal","Lap Siding","ROSCRESD5DLT","Royal Siding Crest .040 Double 5DL Traditional Colors","0.040"","1","1","0.00","0.00","0","0","0","0","","","","","Yes"
"Royal","Lap Siding","ROSRESID5T","Royal Siding Residential .042 D5 Straight Lap Traditional Colors","0.042"","52","52","0.00","0.00","0","0","0","0","","","","","Yes"
"Royal","Lap Siding","ROSRESID45T","Royal Siding Residential .042 Double 4.5 Traditional Colors","0.042"","197","197","0.00","0.00","0","0","0","3","","","","","Yes"
